BANK,IFSC,BRANCH,ADDRESS,CONTACT,CITY,DISTRICT,STATE
SYNDICATE BANK,SYNB0009896,BAREILLY EAST,"BAREILLY EAST,NO.381/1 NEWADA SHEKHAN,PILIBHEET BYPASS ROAD,BAREILLY BAREILLY UTTAR PRADESH INDIA 243005",2410089,BAREILLY,BAREILLY,UTTAR PRADESH
SYNDICATE BANK,SYNB0009895,DASNA,KALLUGARHI ROAD OPPOSITE RIM FACTORY DASNA GHAZIABAD UTTAR PRADESH 201015,2968475,DASNA,GHAZIABAD,UTTAR PRADESH
SYNDICATE BANK,SYNB0009894,AURAI,VILL AND PO AURAI G T ROAD OPP POLICE STATION AURAI SANT RAVI DAS NAGAR UTTAR PRADESH INDIA 221301,2108595,AURAI,SANT RAVIDAS NAGAR,UTTAR PRADESH
SYNDICATE BANK,SYNB0009893,BAIDVAR KALA,VILL BAIDWAR KALA KORAON PO ALLAHABAD ALLAHABAD UTTAR PRADESH INDIA 212306,2108595,ALLAHABAD,ALLAHABAD,UTTAR PRADESH
SYNDICATE BANK,SYNB0009892,TAMBOUR,HAZI MARKET AHMADABADGANJ-I AHARPUR ROAD TAMBOUR SITAPUR UTTAR PRADESH INDIA 261208,2613686,TAMBOUR,SITAPUR,UTTAR PRADESH
SYNDICATE BANK,SYNB0009891,BALAMAU,BALAMAU NEAR PANCHAYAT BHAVAN DIST - HARDOI UTTAR PRADESH INDIA -241126,2613036,HARDOI,ALIGARH,UTTAR PRADESH
SYNDICATE BANK,SYNB0009890,SANDILA,"VILL AND PO VIMLA BHASKER BHAVAN LUCKNOW ROAD,SUMBABAG SANDILA,DISTT HARDOI HARDOI UTTAR PRADESH INDIA 241204",2613686,HARDOI,ALIGARH,UTTAR PRADESH
SYNDICATE BANK,SYNB0009889,CHINHAT LUCKNOW,SHIROMANI SQUARE MATIYARI CHAURAHA CHINHAT LUCKNOW UTTAR PRADESH INDIA 226028,2613686,LUCKNOW,LUCKNOW,UTTAR PRADESH
SYNDICATE BANK,SYNB0009888,VIKASH NAGAR LUCKNOW,PLOT NO 9 SECTOR 9 24M DIVIDER ROAD VIKASH NAGAR LUCKNOW UTTAR PRADESH INDIA 226022,2613686,LUCKNOW,LUCKNOW,UTTAR PRADESH
SYNDICATE BANK,SYNB0009887,KURSI ROAD LUCKNOW,OPP GUDAMBA THANA KURSI ROAD LUCKNOW LUCKNOW UTTAR PRADESH INDIA 226026,2613686,LUCKNOW,LUCKNOW,UTTAR PRADESH
SYNDICATE BANK,SYNB0009886,VIBHUTI KHAND,ROHTAS PLUMERIA VIBHUTI KHAND GOMTI NAGAR LUCKNOW UTTAR PRADESH INDIA 226010,2613686,LUCKNOW,LUCKNOW,UTTAR PRADESH
SYNDICATE BANK,SYNB0009885,PALRI,VILLAGE AND POST PALRI TEHSIL BARAUT BAGHPAT PALRI UTTAR PRADESH INDIA 250622,2600065,BARAUT,BAGHPAT,UTTAR PRADESH
SYNDICATE BANK,SYNB0009884,JAYAPUR,SYNDICATE BANK JAYAPUR BRANCH VILL AND PO JAYAPUR JAYAPUR UTTAR PRADESH INDIA 221305,8004930541,VARANASI,VARANASI,UTTAR PRADESH
SYNDICATE BANK,SYNB0009883,SONARPURA VARANASI,C/O JAISWAL DIGITAL STUDIO B-9/48 PHEEL KHANA SONARPURA VARANASI UTTAR PRADESH INDIA 221001,2108595,VARANASI,VARANASI,UTTAR PRADESH
SYNDICATE BANK,SYNB0009882,VISHESHWARGANJ VARANASI,1ST FLOOR RAGHUNATH COMPLEX BHAIRAVNATH CHAURAHA VISHESHWARGANJ VARANASI UTTAR PRADESH INDIA 221001,2108595,VARANASI,VARANASI,UTTAR PRADESH
SYNDICATE BANK,SYNB0009881,ORDERLY BAZAR VARANASI,H N S-2/639-38-1 VARUNA VIHAR COLON NEAR J P MEHTA INTER COLLEGE CLUB ROAD SIKRAUL VARANASI UTTAR PRADESH INDIA 221002,2108595,VARANASI,VARANASI,UTTAR PRADESH
SYNDICATE BANK,SYNB0009880,TARKULWA,"SYNDICATE BANK,PLOT NO 893,VILL AND PO TARKULWA,NEAR BANDAR GATE DIST DEORIA DEORIA UTTAR PRADESH INDIA 274408",9552556535,TARKULWA,DEORIA,UTTAR PRADESH
SYNDICATE BANK,SYNB0009879,SALEMPUR,SYNDICATE BANK OPP OLD HYDEL MAIN ROAD SALEMPUR SALEMPUR UTTAR PRADESH 274509,2108595,SALEMPUR,DEORIA,UTTAR PRADESH
SYNDICATE BANK,SYNB0009878,LAR TOWN,"SYNDICATE BANK,CHANKI MOD LAR TOWN,TEHSIL-SALEMPUR DEORIA UTTAR PRADESH INDIA -274502",2220697,SALEMPUR,DEORIA,UTTAR PRADESH
SYNDICATE BANK,SYNB0009877,JHANGAHA,"SYNDICATE BANK,PLOT NO 993 MAIN ROAD,VILLAGE JHANGAHA DISTT GORAKHPUR GORAKHPUR UTTAR PRADESH INDIA 273202",9634794388,JHANGAHA,GORAKHPUR,UTTAR PRADESH
SYNDICATE BANK,SYNB0009876,BHINGARI BAZAR,"SYNDICATE BANK,SHAHI SAW MILL BHATPAR RANI ROAD,VILL AND PO BHINGARI BAZAR,DISTT DEORIA UTTAR PRADESH INDIA 274702",9474011377,BHATPAR RANI,DEORIA,UTTAR PRADESH
SYNDICATE BANK,SYNB0009875,BARHAJ,"SYNDICATE BANK OPP JAISAL DHARMASHALA BARHAJ,DIST DEORIA DEORIA UTTAR PRADESH INDIA 274601",9838909575,BARHAJ,DEORIA,UTTAR PRADESH
SYNDICATE BANK,SYNB0009874,KHUKHUNDU CHAURAHA,"VILLAGE AND POST -KHUKHUNDU POLICA STATION -KHUKHUNDU,TEHSIL -SALEMPUR DEORIA UTTAR PRADESH INDIA 274501",2108595,SALEMPUR,DEORIA,UTTAR PRADESH
SYNDICATE BANK,SYNB0009872,MUNDERWA,"SYNDICATE BANK,VILL KITHURI PO MUNDERWA,NEAR PAANI KI TANKI DISTT BASTI BASTI UTTAR PRADESH INDIA 272170",9897082614,BASTI,AZAMGARH,UTTAR PRADESH
SYNDICATE BANK,SYNB0009871,MACHHALISHAHAR,C/O PATANJALI AROGYA KENDRA SARSWATI NAGAR NEAR ROADWAYS BUS STAND ALLAHABAD ROAD MACHHALISH JAUNPUR UTTAR PRADESH INDIA 222143,2108595,MACHHLISHAHR,JAUNPUR,UTTAR PRADESH
SYNDICATE BANK,SYNB0009870,MARIYAHU,"SYNDICATE BANK,OPPOSITE POST OFFICE MACHALISHAHAR ROAD,MARIYAHU DISTT.JAUNPUR UTTAR PRADESH INDIA 222161",2108595,JAUNPUR,JAUNPUR,UTTAR PRADESH
SYNDICATE BANK,SYNB0009869,BADLAPUR,C/O HASHMI IRON STORE VILL BHALUWAIN SULTANPUR ROAD BADLAPUR JAUNPUR UTTAR PRADESH INDIA 222125,2108595,JAUNPUR,JAUNPUR,UTTAR PRADESH
SYNDICATE BANK,SYNB0009868,OBRA,VILL BILLI OBRA CHOPAN ROAD OBRA SONEBHADRA UTTAR PRADESH INDIA 231219,2108595,OBRA,SONBHADRA,UTTAR PRADESH
SYNDICATE BANK,SYNB0009867,RENUKUT,"SYNDICATE BANK,NEAR V-MART,VARANASI SHAKTINAGAR MAIN ROAD,MURDHAWA RENUKUT,SONEBHADRA UTTAR PRADESH INDIA -231217",2220697,RENUKOOT,SONBHADRA,UTTAR PRADESH
SYNDICATE BANK,SYNB0009866,GORAKHPUR MEDICAL COLLEGE ROAD,NO 146A SHARDA SADAN INFRON OF BRD MEDICAL COLLEGE GORAKHPUR UTTAR PRADESH INDIA 273013,2108595,GORAKHPUR,GORAKHPUR,UTTAR PRADESH
SYNDICATE BANK,SYNB0009865,PADRIBAZAR GORAKHPUR,"SYNDICATE BANK,TINKONIA NO.1 PADRI BAZAR GORAKHPUR DIST GORAKHPUR UTTARPRADESH INDIA 273014",8004931574,GORAKHPUR,GORAKHPUR,UTTAR PRADESH
SYNDICATE BANK,SYNB0009864,MAYA BAZAR GORAKHPUR,"SYNDICATE BANK,SHOP NO.FF 1-4 AND F12-15,1ST FLOOR,MAYA COMPLEX URDU BAZAR,MAYA BAZAR GORAKHPUR UTTAR PRADESH INDIA -273001",2220697,GORAKHPUR,GORAKHPUR,UTTAR PRADESH
SYNDICATE BANK,SYNB0009863,PILONA,VILLAGE PILONA TEHSIL MAWANA KALAN MEERUT MEERUT UTTAR PRADESH 250401,2600065,MEERUT,MEERUT,UTTAR PRADESH
SYNDICATE BANK,SYNB0009862,KHERA,VILL AND POST KHERA TEHSIL SARDHANA MEERUT MEERUT UTTAR PRADESH,2600065,MEERUT,MEERUT,UTTAR PRADESH
SYNDICATE BANK,SYNB0009861,SHIVPUR,SHOP NO 9 132 A 2 KHP SUDDIPUR SHIVPUR VARANASI UTTAR PRADESH 221003,2613686,VARANASI,VARANASI,UTTAR PRADESH
SYNDICATE BANK,SYNB0009860,LANKA,PLOT NO 2 BALAJI NAGAR COLONY LANKA SAMNE GHAT ROAD VARANASI UTTAR PRADESH 221005,2613686,VARANASI,VARANASI,UTTAR PRADESH
SYNDICATE BANK,SYNB0009859,MAHMOORGANJ,NO B 38 3A 2 NEAR SATYAM PLAZA MAHMOORGANJ VARANASI UTTAR PRADESH 221010,2613686,VARANASI,VARANASI,UTTAR PRADESH
SYNDICATE BANK,SYNB0009858,SARWAN,VILL SARWAN PO PURWA DIST UNNAO SARWAN UTTAR PRADESH INDIA 209821,2613686,PURWA,UNNAO,UTTAR PRADESH
SYNDICATE BANK,SYNB0009857,MID CORPORATE BRANCH MORADABAD,REGIONAL OFFICE MORADABAD OPP POLICE LINES MANDIR CIVIL LINES MORADABAD U P 244001,2411154,MORADABAD,MORADABAD,UTTAR PRADESH
SYNDICATE BANK,SYNB0009856,MID CORPORATE BRANCH,"SYNDICATE BANK MCB VARANASI,FIRST FLOOR,VARANASI TRADE CENTRE,MAQBOOLALAM ROAD,VARANASI,UP - 221002",2108595,VARANASI,VARANASI,UTTAR PRADESH
SYNDICATE BANK,SYNB0009855,MID CORPORATE BRANCH LUCKNOW,SKYLARK BLDG NAVAL KISHORE ROAD HAZRATGANJ LUCKNOW UTTAR PRADESH 226001,2613686,LUCKNOW,LUCKNOW,UTTAR PRADESH
SYNDICATE BANK,SYNB0009854,MCB GHAZIABAD,C 2 MAHALAKSHMI MALL1ST FLOOR RDC RAJ NAGAR GHAZIABAD GHAZIABAD UTTAR PRADESH 201002,2968475,GHAZIABAD,GHAZIABAD,UTTAR PRADESH
SYNDICATE BANK,SYNB0009852,PRATAPGARH,SADAR MOR BELAGHAT SADAR CHURAHA PRATAPGARH UTTAR PRADESH 230001,2613686,PRATAPGARH,PRATAPGARH,UTTAR PRADESH
SYNDICATE BANK,SYNB0009851,BHADOHI,CO MS DHIRAJ CARPET EXPORTS BAZAR SARDAR KHAN CHAURI ROAD BHADOHI UTTAR PRADESH 221401,2411154,BHADOHI,BHADOHI,UTTAR PRADESH
SYNDICATE BANK,SYNB0009850,SHAHPUR TIGRI,DAAN SAHAY KEE MILAK SHAHPUR TIGRI WARD NO 1 MORADABAD UTTAR PRADESH 244001,2411154,MORADABAD,MORADABAD,UTTAR PRADESH
SYNDICATE BANK,SYNB0009848,THANA BHAWAN,THANA BHAWAN NEAR SHAMLI MUZAFFARNAGAR MUZAFFARNAGAR UTTAR PRADESH 247777,2411154,MUZAFFARNAGAR,MUZAFFARNAGAR,UTTAR PRADESH
SYNDICATE BANK,SYNB0009847,SHATABDI NGR,SHATABDI NAGAR MEERUT MEERUT MEERUT UTTAR PRADESH 250002,2411154,MEERUT,MEERUT,UTTAR PRADESH
SYNDICATE BANK,SYNB0009846,NAISADAK MEERUT,NAI SADAK SHASTRI NAGAR MEERUT MEERUT UTTAR PRADESH 250004,2613686,MEERUT,MEERUT,UTTAR PRADESH
SYNDICATE BANK,SYNB0009844,AHIMAMAU LUCKNOW,SULTANPUR ROAD AHIMAMAU VILLAGE AND POST LUCKNOW UTTAR PRADESH 226002,2613686,LUCKNOW,LUCKNOW,UTTAR PRADESH
SYNDICATE BANK,SYNB0009842,BICHHAT SUJANPUR,VILL AND PO BICHHAT SUJANPUR BLOCK AND TEHSIL KHURJA BULANDSHAHAR UTTAR PRADESH 203203,250011,BULANDSHAHR,BULANDSHAHR,UTTAR PRADESH
SYNDICATE BANK,SYNB0009841,BHAMRA URF MAMRA,VILL AND PO BHAMRA URF MAMRA BLOCK GULAOTI TEHSIL BULANDSHAHAR BULANDSHAHAR UTTAR PRADESH INDIA 203408,2968475,GULAOTHI,BULANDSHAHR,UTTAR PRADESH
SYNDICATE BANK,SYNB0009840,MEERPUR,VILL PO MEERPUR BLOCK KHURJA TEHSIL KHURJA BULANDSHAHAR UTTAR PRADESH INDIA 203131,2968475,KHURJA,BULANDSHAHR,UTTAR PRADESH
SYNDICATE BANK,SYNB0009839,BANHPUR,VILL AND PO BANHPUR TEHSIL SYANA DIST BULANDSHAHAR BULANDSHAHAR UTTAR PRADESH 203402,250011,BULANDSHAHR,BULANDSHAHR,UTTAR PRADESH
SYNDICATE BANK,SYNB0009838,PATEL NAGAR,H -2 PATEL NAGAR III GHAZIABAD UTTAR PRADESH INDIA -201001,2822203,GHAZIABAD,GHAZIABAD,UTTAR PRADESH
SYNDICATE BANK,SYNB0009837,BAMNAI,VILLAGE BAMNAI PO LUHATA MURSAN SADABAD HATHRAS HATHRAS UTTAR PRADESH 281206,2600431,HATHRAS,HATHRAS,UTTAR PRADESH
SYNDICATE BANK,SYNB0009836,REGIONAL OFFICE VARANASI,B38 3 MAHARAJA NAGAR COLONY MAHAMOOR GUNJ VARANASI UTTAR PRADESH 221010,2613686,VARANASI,VARANASI,UTTAR PRADESH
SYNDICATE BANK,SYNB0009835,RAJ MILAN BRANCH,"RAJ MILAN,CHETWAN MOR PO JARAHAN DISTT SONEBHADRA SONEBHADRA UTTAR PRADESH 231216",2613686,JARHA,SONBHADRA,UTTAR PRADESH
SYNDICATE BANK,SYNB0009834,VAN BAHUAR,"VAN BAHUAR PO PAUNI,TEH ROBERTSGUNJ DISTT SONEBHADRA SONEBHADRA UTTAR PRADESH 231216",2613686,ROBERTSGANJ,SONBHADRA,UTTAR PRADESH
SYNDICATE BANK,SYNB0009832,MAGHAR,SYNDICATE BANK C 130 449 SHAHPUR OPPOSITE GEETA VATIKA ASURAN CHOWK GORAKHPUR UTTAR PRADESH 273006,2613686,GORAKHPUR,GORAKHPUR,UTTAR PRADESH
SYNDICATE BANK,SYNB0009831,MOHANPUR GADA,SPRING BELL PUBLIC SCHOOL MOHANPUR GADA DELHI ROAD SAHARANPUR UTTAR PRADESH 247451,2613686,SAHARANPUR,SAHARANPUR,UTTAR PRADESH
SYNDICATE BANK,SYNB0009830,SIMLI,VILLAGE SIMLI DISTT MUZAFFARNAGAR MUZAFFARNAGAR UTTAR PRADESH 251001,2600065,MUZAFFARNAGAR,MUZAFFARNAGAR,UTTAR PRADESH
SYNDICATE BANK,SYNB0009829,MUKARI,VILL POST MUKARI DIST BAGHPED BAGHPED UTTAR PRADESH 250615,2613686,BAGHPED,BAGHPED,UTTAR PRADESH
SYNDICATE BANK,SYNB0009828,PATWARI KA NAGLA,MAIN MARKET BARAULA BY PASS ROAD PATWARI KA NAGLA ALIGARH UTTAR PRADESH 202002,2600431,ALIGARH,ALIGARH,UTTAR PRADESH
SYNDICATE BANK,SYNB0009827,MAHESHPUR,RPS INTER COLLEGE VILLAGE MAHESHPUR BY PASS ROAD ALIGARH ALIGARH UTTAR PRADESH 202121,2600431,ALIGARH,ALIGARH,UTTAR PRADESH
SYNDICATE BANK,SYNB0009826,ITORA,ITORA VILLAGE ITORA AGRA GWALIOR AGRA UTTAR PRADESH 282001,2600431,AGRA,AGRA,UTTAR PRADESH
SYNDICATE BANK,SYNB0009823,SHERPUR LOHARA,C BY O SH SHOMVIR SINGH S BY O MEHAK SINGH VILLAGE SHERPUR LOHARA BAGHPAT DIST UP 250001,,BAGHPAT DIST,BAGHPAT DIST,UTTAR PRADESH
SYNDICATE BANK,SYNB0009822,VINAYPUR,C BY O SH OM SINGH S BY O SH JIA RAM VILLAGE VINAYPUR PO RATAUL TEHSIL KHEKRA BAGHPAT DIST UP250101,,BAGHPAT DIST,BAGHPAT DIST,UTTAR PRADESH
SYNDICATE BANK,SYNB0009821,NAGORI,C BY O SH VIJENDER KUMAR SO SH KATAR S VILLAGE NAGORI PO PHALAUDA TEHSIL MAWANA MEERUT 250401,,TEHSIL MAWANA,TEHSIL MAWANA,MEGHALAYA
SYNDICATE BANK,SYNB0009820,MISHRIPUR,C BY O SUBASH CHAND S BY O HEM SINGH VILLAGE MISHRIPUR PO JHADINA TEHSIL MAWANA MEERUT UP 244205,,MEERUT,MEERUT,UTTAR PRADESH
SYNDICATE BANK,SYNB0009795,KOLKATA PURBALOK,WARD NO 109 BESIDES MARUTI SHOWROOM 434 SURVEY PARK PRUBALOK KOLKATA WEST BENGAL INDIA 700099,22908979,KOLKATA,KOLKATA,WEST BENGAL
SYNDICATE BANK,SYNB0009793,ANANDAPUR,"NO 651,FIRST FLOOR,ANADAPUR EAST,ANANDAPUR,WEST BENGAL,700107,INDIA",,ANANDAPUR,KOLKATA,WEST BENGAL
SYNDICATE BANK,SYNB0009792,MARINEHOUSE KOLKATA,KOLKATA MARINE HOUSEHASTINGSKOLKATADIST KOLKATASTATE WEST BENGALPIN 700 022,,KOLKATA,KOLKATA,WEST BENGAL
SYNDICATE BANK,SYNB0009791,KOLKATA ARMY PUBLIC SCHOOL,"ARMY PUBLIC SCHOOL,BALLYGUNGE MILITARY CAMPUS,KOLKATA,,KOLKATA L,700 019",,KOLKATA,KOLKATA,WEST BENGAL
SYNDICATE BANK,SYNB0009790,SILIGURI SEVOK ROAD,"MERCHANT SQUARE BUILIDING,C/O SARASWATI RICE MILL COMPOUND,SEVOKE ROAD,OPPOSITE PAYEL CINEMA SILIGURI WEST BENGAL INDIA 734001",22908979,SILIGURI,DARJILING,WEST BENGAL
SYNDICATE BANK,SYNB0009788,BELDA,MATRI BHAVAN BIDYASAGAR PALLY OPP BELDA BUS STAND PASCHIM MEDINIPUR WEST BENGAL INDIA 721424,8570479120,MEDINIPUR,MEDINIPUR,WEST BENGAL
SYNDICATE BANK,SYNB0009786,RANAGHAT,48 SUBHAS AVENUE FIRST FLOOR RANAGHAT NADIA DISTRICT RANAGHAT 741201,,RANAGHAT,RANAGHAT,WEST BENGAL
SYNDICATE BANK,SYNB0009785,KALYANI,"A 1 BY 3 SHOP,BLOCK A KALYANI NADIA DISTRICT WEST BENGAL KALYANI 741235",,KALYANI,KALYANI,WEST BENGAL
SYNDICATE BANK,SYNB0009784,RAIGANJ,SOCIAL WELFARE INSTITUTE RAIGANJ MOHAN BATI NEAR GEETANJALI CINEMA NORTH DINAJPUR WEST BENGAL INDIA 733130,9475812858,RAIGANJ,UTTAR DINAJPUR,WEST BENGAL
SYNDICATE BANK,SYNB0009783,FALAKATA,"BABUPARA MAIN ROAD,OPP LIC BUILDING P.O FALAKATA DIST ALIPURDUAR FALAKATA WEST BENGAL INDIA735211",22908979,FALAKATA,JALPAIGURI,WEST BENGAL
SYNDICATE BANK,SYNB0009780,SATMILE,DAKSHIN CHARAIMHEYA SATMILE PO CONTAI BLOCK EAST MIDNAPORE WEST BENGAL INDIA 721452,24435571,MEDINIPUR,MEDINIPUR,WEST BENGAL
SYNDICATE BANK,SYNB0009778,RAJENDRAPUR - NAIHATI,RAJENDRAPUR JORABORTOLLA NAIHATI NORTH 24 PARGANAS WEST BENGAL INDIA 743166,9433004076,NAIHATI,NORTH 24 PARGANAS,WEST BENGAL
SYNDICATE BANK,SYNB0009777,MATHABHANGA,"WARD NO 5,DAKSHINPARA,SITALKUCHI ROAD,P.O MATHABHANGA DIST COOCHBEHAR MATHABHANGA WEST BENGAL INDIA736146",22908979,MATHABHANGA,KOCH BIHAR,WEST BENGAL
SYNDICATE BANK,SYNB0009776,RAJARHAT,"ORCHID PLAZA,KATHGOLA,NEAR RAJARHAT P S,RAJARHAT 700136",,RAJARHAT,KOLKATA,WEST BENGAL
SYNDICATE BANK,SYNB0009775,KOLKATA DUM DUM AIRPORT,"NO 17 TARUN SENGUPTA SARANI,ITALGACHA,DUM DUM AIRPORT,KOLKATA,NORTH 24 PARGANAS L,700 028",,KOLKATA,SOUTH 24 PARGANAS,WEST BENGAL
SYNDICATE BANK,SYNB0009774,BARRACKPORE,"NO 195 BARASAT ROAD,NONACHANDPUKUR BLOCK,BARRACKPORE,,NORTH 24 PARGANAS L,700 122",,BARRACKPORE,SOUTH 24 PARGANAS,WEST BENGAL
SYNDICATE BANK,SYNB0009773,KAMARHATI PRABARTAK JUTE MILLS,"NO 7 SUBAL APARTMENTS,NILGANJ ROAD, BELGHORIA,KOLKATA,,NORTH 24 PARGANAS L,700 056",,KOLKATA,SOUTH 24 PARGANAS,WEST BENGAL
SYNDICATE BANK,SYNB0009772,HABRA,"JESSORE ROAD,JOYGACHHI,HABRA,,NORTH 24 PARGANAS L,743 263",,HABRA,SOUTH 24 PARGANAS,WEST BENGAL
SYNDICATE BANK,SYNB0009771,BAGUIATI,"MANORAMA KUTHIR,H BY H-8, ASWINI NAGAR,BLOCK RAJARHAT,BAGUIATI,NORTH 24 PARGANAS L,700 059",,BAGUIATI,SOUTH 24 PARGANAS,WEST BENGAL
SYNDICATE BANK,SYNB0009768,MID CORPORATE BRANCH KOLKATA,"6,N S ROAD KOLKATA WEST BENGAL 700001",24435571,KOLKATA,KOLKATA,WEST BENGAL
SYNDICATE BANK,SYNB0009767,CHAK DAULAT,THAKURPUKUR BAKHRAT ROAD VILL CHAK DAULAT DIST 24 PARGANAS(SOUTH ) WEST BENGAL 743377,24435571,DHOLAHAT,SOUTH 24 PARGANAS,WEST BENGAL
SYNDICATE BANK,SYNB0009766,PROSADPUR,VILL.PROSADPUR PO HARIBHANGA DIST MURSHIDABAD MURSHIDABAD WEST BENGAL 742302 INDIA,,MURSHIDABAD,MURSHIDABAD,WEST BENGAL
